,x,y
84,84,-0.4454198199010865
85,85,-0.9871275355941137
86,86,-0.9528273218626404
87,87,-0.7202984894911173
88,88,1.070147704468958
89,89,1.8090341186562564
90,90,0.0453467296044725
91,91,-0.9937704821271405
92,92,-0.917618325880829
93,93,-0.9318654085278872
94,94,0.486445546696304
95,95,1.9123349150712405
96,96,0.6256881173173378
97,97,-0.8967329622031384
98,98,-0.9229050894969166
99,99,-0.9991752496253565
100,100,-0.08069541742907216
101,101,1.747239860399426
102,102,1.1974726747114233
103,103,-0.6465632100074721
104,104,-0.9639564488182133
105,105,-0.9776350736023067
106,106,-0.5398294960722544
107,107,1.3491610522900683
108,108,1.6503573473572528
109,109,-0.2315218359713363
110,110,-0.9990641351559533
111,111,-0.9326203486478187
112,112,-0.8398369986050445
113,113,0.8013628217444184
114,114,1.8908125324833325
115,115,0.3115934267781238
116,116,-0.9648691588805876
117,117,-0.9143867920344586
118,118,-0.9785387932335865
119,119,0.21222916271085263
120,120,1.8675147321994345
121,121,0.9015456617643135
122,122,-0.8003220868277221
123,123,-0.9394923975700423
124,124,-0.9960871318759813
125,125,-0.3135899568153247
126,126,1.5854810703279227
127,127,1.4309886183035578
128,128,-0.47146212847196484
129,129,-0.9847611012732049
130,130,-0.9557774287335328
131,131,-0.7015404247884356
132,132,1.1046824027196063
133,133,1.793864989849951
134,134,0.011178442101656805
135,135,-0.9957421222727892
136,136,-0.9188029770016264
137,137,-0.9233047752699708
138,138,0.5235538035282019
139,139,1.9138047785596684
140,140,0.5885213750214285
141,141,-0.9069258786334529
142,142,-0.9212729300647113
143,143,-0.9982502149456267
144,144,-0.04762637824153626
145,145,1.7650313527146744
146,146,1.1640916003695418
147,147,-0.6671473919144508
148,148,-0.9609790780711445
149,149,-0.9803207836570539
150,150,-0.5155035431013643
151,151,1.3794808933134526
152,152,1.627468212530231
153,153,-0.26184996011583767
154,154,-0.9981999140745013
155,155,-0.9350294882500592
156,156,-0.8260280631445447
157,157,0.837985997472709
158,158,1.8832456455481559
159,159,0.2752443496091104
160,160,-0.9702817684584584
161,161,-0.9142264112771317
162,162,-0.9740007311837489
163,163,0.24818456195434335
164,164,1.876900604886914
165,165,0.865269528511541
166,166,-0.8152700662573742
167,167,-0.9369027048169039
168,168,-0.9973856768056939
169,169,-0.2841982799259794
170,170,1.609799577697748
171,171,1.4017659778253604
172,172,-0.4968870362570627
173,173,-0.9822644980724701
174,174,-0.958749151198174
175,175,-0.6821167886842476
176,176,1.138821081747193
177,177,1.777729447928414
178,178,-0.022607065569509255
179,179,-0.9973189680714188
180,180,-0.9201548430845352
181,181,-0.914158720185346
182,182,0.5607067189944335
183,183,1.914205088876696
184,184,0.55135248040992
185,185,-0.9165164909030624
186,186,-0.9197990834264914
187,187,-0.9969583801120736
188,188,-0.014140305369493122
189,189,1.7818810766510103
190,190,1.1302670724672257
191,191,-0.6870684055654954
192,192,-0.9579998467781017
193,193,-0.9829042737016781
194,194,-0.4905461300446693
195,195,1.4091823211728922
196,196,1.6037540433919306
197,197,-0.29164773320748916
198,198,-0.9970809709153604
199,199,-0.9375455442278745
200,200,-0.8115693020265771
201,201,0.8744211055058134
202,202,1.874635577896559
203,203,0.2391115054466983
204,204,-0.9751890647767121
205,205,-0.9142495114869226
206,206,-0.9689675134148645
207,207,0.28437409833444505
208,208,1.8852487646971583
209,209,0.8287844574226885
210,210,-0.8295648169930134
211,211,-0.934412659747361
212,212,-0.9984420903342346
213,213,-0.2542656632993892
214,214,1.6333079394472239
215,215,1.3719065719995753
216,216,-0.5216862078269553
217,217,-0.9796537890475077
218,218,-0.9617292076737842
219,219,-0.6620286666203528
220,220,1.172536529992236
221,221,1.7606412916401923
222,222,-0.05598996856245658
223,223,-0.9985169554562096
224,224,-0.9216690628714648
225,225,-0.9044173727920419
226,226,0.5978776117345204
227,227,1.9135355001392966
228,228,0.5142083033156166
229,229,-0.9255142420085536
230,230,-0.9184888723727942
231,231,-0.9952836557280808
232,232,0.019743440095773612
233,233,1.7977746376215884
234,234,1.0960261438317205
235,235,-0.7063245874503645
236,236,-0.9550323299857859
237,237,-0.9853696333610039
238,238,-0.4649650049787103
239,239,1.4382408663223436
240,240,1.5792348173383466
241,241,-0.3209010972852397
242,242,-0.9957241304263922
243,243,-0.9401587366659329
244,244,-0.7964562557941031
245,245,0.9106402534790278
246,246,1.8649897485911935
247,247,0.2032187628257302
248,248,-0.979604672019263
249,249,-0.9144560112763263
250,250,-0.9634256169177848
251,251,0.32077378861682854
252,252,1.892552017034891
253,253,0.7921183349428572
254,254,-0.8432109743211489
255,255,-0.9320319089847043
256,256,-0.9992395470317822
257,257,-0.22380634917188058
258,258,1.6559863405995536
259,259,1.3414349803969914
260,260,-0.5458520929860375
261,261,-0.9769448301991455
262,262,-0.9647039269191289
263,263,-0.6412779172270553
264,264,1.2058017516861332
265,265,1.7426151140051935
266,266,-0.08895106395764352
267,267,-0.999352222210525
268,268,-0.9233401592854572
269,269,-0.8940714362359
270,270,0.6350395519730169
271,271,1.911796590891059
272,272,0.4771154582700229
273,273,-0.9339291438390271
274,274,-0.9173470020065655
275,275,-0.9932101607049022
276,276,0.05400487953784161
277,277,1.812698439240148
278,278,1.061396075739776
279,279,-0.7249150458441207
280,280,-0.9520897080801706
281,281,-0.9877007512595244
282,282,-0.43876870053302325
283,283,1.466632512961642
284,284,1.5539311431798115
285,285,-0.34959673281599274
286,286,-0.9941461984391422
287,287,-0.9428587651822733
288,288,-0.7806851713462724
289,289,0.9466155439209804
290,290,1.8543164631773894
291,291,0.16758952016229656
292,292,-0.9835426016977347
293,293,-0.9148451827836086
294,294,-0.9573619350745689
295,295,0.3573592085915001
296,296,1.898804063948419
297,297,0.7552990056413068
298,298,-0.8562138638979115
299,299,-0.929769560867107
