,x,y
142,1.42,7.492082560000001
143,1.43,6.560811839999999
144,1.44,7.429102079999999
145,1.45,7.396960000000001
146,1.46,6.164392320000003
147,1.47,7.03140576
148,1.48,6.698007040000002
149,1.49,4.8642028800000014
150,1.5,4.530000000000001
151,1.51,7.195405119999999
152,1.52,6.860424959999998
153,1.53,5.62506624
154,1.54,6.489335679999998
155,1.55,5.5532400000000015
156,1.56,5.816785920000003
157,1.57,6.079980160000001
158,1.58,4.542829440000001
159,1.59,4.2053404799999985
160,1.6,4.4675199999999995
161,1.61,4.429374719999999
162,1.62,6.490911360000002
163,1.6300000000000001,6.452136640000001
164,1.6400000000000001,4.3130572800000015
165,1.6500000000000001,5.7736800000000015
166,1.6600000000000001,6.034011519999998
167,1.67,5.694058560000001
168,1.68,3.853827840000003
169,1.69,5.01332608
170,1.7,4.672559999999999
171,1.71,5.231536320000004
172,1.72,4.890261760000002
173,1.73,5.448743040000003
174,1.74,4.206986879999997
175,1.75,5.065000000000001
176,1.76,4.422789120000003
177,1.77,4.980360959999999
178,1.78,5.537722239999999
179,1.79,4.594879679999996
180,1.8,3.6518400000000026
181,1.81,5.7086099200000024
182,1.82,3.5651961599999984
183,1.83,4.1216054400000015
184,1.84,3.477844480000001
185,1.85,5.2339199999999995
186,1.86,3.689838719999996
187,1.87,3.6456073600000054
188,1.8800000000000001,3.0012326400000013
189,1.8900000000000001,4.45672128
190,1.9000000000000001,5.61208
191,1.9100000000000001,4.667315520000002
192,1.92,4.922434560000005
193,1.93,3.977443840000004
194,1.94,5.13235008
195,1.95,4.787159999999998
196,1.96,5.341880320000006
197,1.97,3.496517760000001
198,1.98,3.1510790400000013
199,1.99,4.0055708800000005
200,2.0,2.460000000000001
201,2.0100000000000002,3.3143731200000004
202,2.02,2.9686969599999977
203,2.0300000000000002,5.022978240000001
204,2.04,3.177223679999995
205,2.05,2.531440000000006
206,2.06,3.0856339200000007
207,2.07,2.4398121600000016
208,2.08,4.7939814400000005
209,2.09,2.648148480000002
210,2.1,2.3023199999999973
211,2.11,3.1565027199999998
212,2.12,3.4107033600000065
213,2.13,3.6649286399999985
214,2.14,1.8191852800000028
215,2.15,3.2734800000000064
216,2.16,4.427819520000001
217,2.17,1.982210559999998
218,2.18,3.43665984
219,2.19,3.691174080000002
220,2.2,4.245759999999994
221,2.21,2.700424320000004
222,2.22,4.155173760000008
223,2.23,1.7100150400000047
224,2.24,3.4649548800000027
225,2.25,2.22
226,2.2600000000000002,3.975157120000003
227,2.27,2.730432959999998
228,2.2800000000000002,1.7858342400000056
229,2.29,3.841367680000002
230,2.3000000000000003,2.5970400000000033
231,2.31,2.8528579199999973
232,2.32,1.6088281600000038
233,2.33,1.5649574399999957
234,2.34,1.8212524800000032
235,2.35,1.4777200000000037
236,2.36,1.134366720000002
237,2.37,0.7911993600000073
238,2.38,2.5482246399999964
239,2.39,3.4054492800000036
240,2.4,2.462880000000001
241,2.41,3.020523519999999
242,2.42,1.778386560000009
243,2.43,3.236475839999998
244,2.44,1.6947980800000024
245,2.45,3.15336
246,2.46,0.41216832000000636
247,2.47,2.171229759999995
248,2.48,1.230551040000003
249,2.49,1.4901388800000077
250,2.5,0.8500000000000036
251,2.5100000000000002,2.610141120000003
252,2.52,0.7705689600000007
253,2.5300000000000002,1.0312902400000055
254,2.54,1.8923116799999982
255,2.5500000000000003,2.453640000000005
256,2.56,2.415281919999996
257,2.57,0.8772441600000086
258,2.58,0.5395334399999947
259,2.59,1.1021564799999986
260,2.6,2.5651200000000047
261,2.61,1.0284307199999965
262,2.62,1.5920953600000047
263,2.63,2.1561206400000024
264,2.64,0.0205132800000023
265,2.65,1.4852799999999988
266,2.66,-0.04957247999999548
267,2.67,-0.08403743999998947
268,2.68,1.3818918399999973
269,2.69,1.0482220800000057
270,2.7,0.41495999999999855
271,2.71,0.6821123200000023
272,2.72,1.5496857600000014
273,2.73,2.1176870400000043
274,2.74,1.4861228800000057
275,2.75,0.8550000000000004
276,2.7600000000000002,0.8243251200000046
277,2.77,-0.405895040000005
278,2.7800000000000002,1.964346240000009
279,2.79,0.13505568000000212
280,2.8000000000000003,0.40624000000000465
281,2.81,0.677905919999997
282,2.82,0.050060160000006015
283,2.83,0.32270943999999774
284,2.84,1.1958604800000026
285,2.85,-0.9304799999999922
286,2.86,-0.6563052800000022
287,2.87,0.21839136000000253
288,2.88,1.6936166399999955
289,2.89,1.0693772800000105
290,2.9,0.745680000000003
291,2.91,0.4225315199999997
292,2.92,-1.1000614399999868
293,2.93,-0.5220921600000046
294,2.94,1.5564460800000048
295,2.95,0.935560000000001
296,2.96,1.5152563200000102
297,2.97,-0.9044582400000081
298,2.98,1.176423040000008
299,2.99,-0.042093119999982054
300,3.0,-0.9599999999999909
301,3.0100000000000002,0.5227091200000047
302,3.02,1.4060409599999992
303,3.0300000000000002,1.3900022400000196
304,3.04,-0.42540032000000705
305,3.0500000000000003,1.3598400000000062
306,3.06,-1.054270079999999
307,3.0700000000000003,-0.46772383999999645
308,3.08,0.11948543999999472
309,3.09,0.1073644800000082
310,3.1,-0.20407999999999332
311,3.11,-1.114841280000008
312,3.12,-0.22491263999998806
313,3.13,-0.8342873599999989
314,3.14,0.3570412800000035
315,3.15,-1.1509199999999964
316,3.16,0.9418355200000064
317,3.17,-1.164685439999993
318,3.18,-0.5704761600000076
319,3.19,1.2244700800000075
320,3.2,-0.2798400000000029
321,3.21,1.216600320000009
322,3.22,-1.4862022399999972
323,3.23,1.2117590400000011
324,3.24,0.6104908800000061
325,3.25,-1.4899999999999949
326,3.2600000000000002,-0.28970687999999284
327,3.27,0.9113769599999997
328,3.2800000000000002,-1.1867417599999939
329,3.29,-1.4840563200000076
330,3.3000000000000003,0.019440000000010116
331,3.31,0.9237539200000042
332,3.3200000000000003,1.228892159999998
333,3.33,-1.1651385600000068
334,3.34,0.34166848000000555
335,3.35,0.6493200000000016
336,3.36,1.2578227200000114
337,3.37,0.36718336000000845
338,3.38,-1.1225913600000055
339,3.39,-0.2114947199999932
340,3.4,-0.19952000000000253
341,3.41,1.0133395199999966
342,3.42,0.1270905600000134
343,3.43,0.7417398400000067
344,3.44,-0.142705919999986
345,3.45,1.3737600000000014
346,3.46,0.19114432000001358
347,3.47,-0.09054623999999761
348,3.48,0.5286950399999981
349,3.49,1.4488748800000237
350,3.5,1.170000000000003
351,3.5100000000000002,0.8920771200000089
352,3.52,-0.2848870399999853
353,3.5300000000000002,-1.1608857599999851
354,3.54,0.06408767999999726
355,3.5500000000000003,0.09004000000000617
356,3.56,1.0169779200000009
357,3.5700000000000003,0.14490816000001133
358,3.58,0.773837439999997
359,3.59,0.5037724800000092
360,3.6,1.1347200000000144
361,3.61,0.866686720000007
362,3.62,0.5996793600000103
363,3.63,0.9337046399999978
364,3.64,0.06876927999999938
365,3.65,0.40487999999999574
366,3.66,1.0420435200000029
367,3.67,-0.4197334399999846
368,3.68,-0.08044415999998611
369,3.69,1.759918080000007
370,3.7,-0.298639999999996
371,3.71,1.2438883200000135
372,3.72,1.5875097599999877
373,3.73,1.3322310399999993
374,3.74,1.6780588800000218
375,3.75,0.2250000000000001
376,3.7600000000000002,0.27306112000001415
377,3.77,0.6222489600000017
378,3.7800000000000002,0.6725702400000145
379,3.79,0.7240316800000045
380,3.8000000000000003,-0.12335999999998393
381,3.81,-0.06959807999998446
382,3.8200000000000003,0.8853241600000118
383,3.83,1.2414134399999852
384,3.84,1.598676480000023
385,3.85,2.8571200000000134
386,3.86,1.1167507200000144
387,3.87,1.17757536
388,3.88,1.2396006400000004
389,3.89,1.0028332800000173
390,3.9,1.0672800000000024
391,3.91,1.7329475200000146
392,3.92,2.9998425600000274
393,3.93,1.26797184
394,3.94,3.137342080000012
395,3.95,2.0079599999999944
396,3.96,1.1798323200000127
397,3.97,3.052965759999998
398,3.98,1.9273670400000014
399,3.99,2.3030428800000182
400,4.0,2.0800000000000067
401,4.01,3.658245119999998
402,4.0200000000000005,1.6377849600000076
403,4.03,2.618626240000002
404,4.04,2.4007756799999966
405,4.05,3.3842400000000223
406,4.0600000000000005,3.76902592000001
407,4.07,2.3551401600000106
408,4.08,3.0425894399999835
409,4.09,4.6313804799999945
410,4.1,2.6215200000000096
411,4.11,4.813014720000017
412,4.12,4.9058713600000035
413,4.13,4.700096640000007
414,4.14,3.5956972800000004
415,4.15,4.5926799999999925
416,4.16,3.791051520000001
417,4.17,2.990818560000025
418,4.18,3.6919878400000186
419,4.19,3.7945660800000183
420,4.2,3.2985599999999975
421,4.21,5.803976320000008
422,4.22,3.5108217599999945
423,4.23,4.819103040000023
424,4.24,5.828826880000031
425,4.25,3.8400000000000203
426,4.26,4.25262912
427,4.2700000000000005,6.166720960000001
428,4.28,5.3822822400000305
429,4.29,5.199319679999992
430,4.3,4.117840000000015
431,4.3100000000000005,4.537849920000016
432,4.32,7.059356160000019
433,4.33,6.282365440000009
434,4.34,6.106884479999998
435,4.3500000000000005,7.13292
436,4.36,5.16047872000001
437,4.37,5.2895673600000235
438,4.38,7.520192640000014
439,4.39,6.452361280000024
440,4.4,7.786079999999993
441,4.41,5.521355520000007
442,4.42,7.758194560000012
443,4.43,7.296603840000003
444,4.44,7.136590080000045
445,4.45,8.778160000000025
446,4.46,8.021320320000026
447,4.47,6.366077759999989
448,4.48,7.4124390400000255
449,4.49,7.860410880000015
450,4.5,7.710000000000017
451,4.51,8.461213119999996
452,4.5200000000000005,9.214056960000027
453,4.53,9.968538240000004
454,4.54,8.024663680000002
455,4.55,10.28243999999999
456,4.5600000000000005,10.141873920000032
457,4.57,8.802972160000019
458,4.58,9.865741440000011
459,4.59,8.230188480000045
460,4.6000000000000005,10.496320000000024
461,4.61,10.96414272
462,4.62,10.533663359999995
463,4.63,10.104888640000024
464,4.64,9.07782528000002
465,4.65,9.252479999999991
466,4.66,12.128859519999995
467,4.67,11.106970560000022
468,4.68,12.186819840000007
469,4.69,10.868414080000003
470,4.7,11.051760000000039
471,4.71,11.83686432000001
472,4.72,10.823733760000007
473,4.73,11.312375040000033
474,4.74,11.50279488000003
475,4.75,13.195000000000013
476,4.76,13.98899711999999
477,4.7700000000000005,14.184792960000049
478,4.78,13.782394240000029
479,4.79,14.281807680000016
480,4.8,13.283039999999996
481,4.8100000000000005,12.886097920000031
482,4.82,13.69098816
483,4.83,13.297717440000005
484,4.84,15.60629248000004
485,4.8500000000000005,13.416720000000037
486,4.86,15.729006720000003
487,4.87,15.943159360000019
488,4.88,15.559184640000016
489,4.89,14.877089279999995
490,4.9,14.196880000000021
491,4.91,15.618563519999999
492,4.92,16.74214656000003
493,4.93,16.667635840000035
494,4.94,17.795038079999994
495,4.95,17.124360000000014
496,4.96,16.75560832000001
497,4.97,16.388789759999995
498,4.98,16.323911040000052
499,4.99,16.56097888000004
